-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
2017,11,25,13.65,66.44,0,2.58,98.62
2017,11,26,13.15,63.56,0,1.23,99.34
2017,11,27,15.58,70.06,0,3.82,98.75
2017,11,28,16.43,69.81,0,4.09,98.52
2017,11,29,12.06,60,0,2.72,99.12
2017,11,30,11.54,61.94,0,1.69,99.28
2017,12,1,13.73,67.38,0,2.19,99.02
2017,12,2,17.08,79.06,0,2.38,98.77
2017,12,3,18,81.19,0,2.97,98.63
2017,12,4,20.48,71.12,0.7,4.57,98.18
2017,12,5,8.26,35,0,4.28,99.51
2017,12,6,7.37,50.75,0,1.49,99.71
2017,12,7,2.4,44.06,0,3.84,99.83
2017,12,8,1.27,47.56,0,1.26,99.2
2017,12,9,5.62,52.44,0,2.93,99.38
2017,12,10,8.82,44.56,0,2.24,99.65
2017,12,11,11.45,38.38,0,3.3,99.2
2017,12,12,7.2,52,0,3.08,99.6
2017,12,13,9.98,45.12,0,2.75,98.5
2017,12,14,7.83,56,0,3.3,98.77
2017,12,15,5.58,56.81,0,2.27,99.37
2017,12,16,7.04,64.06,6.95,3.24,98.82
2017,12,17,7.11,87,0.12,1.84,98.77
2017,12,18,7.65,92.38,1.75,1.22,99.05
2017,12,19,11.3,97.44,36.18,1.33,98.62
2017,12,20,10.46,89.62,0.16,1.73,98.41
2017,12,21,13.4,75.31,0.02,2.45,98
2017,12,22,3.56,80.19,12.67,4.41,98.72
2017,12,23,2.74,76.62,0,2.1,99.22
2017,12,24,2.23,73.5,0,3.93,99.49
2017,12,25,0.83,63.5,0,2.34,99.68
2017,12,26,1.62,84.75,0.68,3.1,99.58
2017,12,27,-0.03,65.56,0.06,3.34,100.26
2017,12,28,2.23,71.94,0.01,1.3,99.88
2017,12,29,3.88,82.88,0.01,1.88,99.41
2017,12,30,3.02,79.56,0.03,3.12,99.31
2017,12,31,-2.82,58.44,0,4.53,100.1
2018,1,1,-5.52,48.38,0,3.38,100.89
2018,1,2,-4,53,0,2.03,100.41
2018,1,3,-1.23,60,0,2.39,99.83
2018,1,4,1.39,62.19,0,1.12,99.68
2018,1,5,5.01,68.38,0,1.89,99.5
2018,1,6,7.23,76.25,0,2.71,99.37
2018,1,7,9.76,89.56,1.58,4.23,98.43
2018,1,8,7.37,70.44,0,3.2,99.02
2018,1,9,6.85,82.88,0,2.7,98.79
2018,1,10,9.4,87.56,0.01,4.87,97.99
2018,1,11,5.41,68.62,0.01,6.6,98.26
2018,1,12,-1.5,53.88,0,3.92,99.61
2018,1,13,-0.01,52.75,0,2.23,100.37
2018,1,14,2.87,62.25,0,2.26,99.99
2018,1,15,3.91,68.69,0.06,4.21,99.71
2018,1,16,-5.63,42.31,0,4.79,100.96
2018,1,17,-4.26,51.75,0,0.98,100.78
2018,1,18,-0.55,53.38,0,2.58,99.93
2018,1,19,4.77,79.88,0,4.13,98.95
2018,1,20,12.52,78.56,0.01,4.96,98.34
2018,1,21,14.58,70.5,1.01,4.91,98.01
2018,1,22,7.12,45.94,0,4.99,98.64
2018,1,23,5.93,47.69,0,2.06,99.44
2018,1,24,7.34,47.12,0,1.27,99.91
2018,1,25,8.26,49.06,0.08,3.23,99.65
2018,1,26,12.46,79.81,0.38,4.7,99.05
2018,1,27,11.7,63.06,1.2,3.48,99.31
2018,1,28,7.96,50.25,0,1.7,99.66
2018,1,29,4.47,54.81,0,3.51,100.23
2018,1,30,6.82,52.94,0,3.86,99.63
2018,1,31,12.36,60.56,0,5.71,98.34
2018,2,1,9.59,58.75,0,5.02,98.84
2018,2,2,4.3,44.38,0,2.63,99.99
2018,2,3,7.98,74.75,0.02,4.03,98.53
2018,2,4,8.25,68.31,0.02,3.84,98.74
2018,2,5,1.9,65.75,0,2.38,99.06
2018,2,6,2.24,73.62,3.14,3.38,99.09
2018,2,7,1.73,57.38,0,3.45,99.81
2018,2,8,4.91,68.19,0.03,1.72,99.75
2018,2,9,11.11,79.06,0,3.52,98.63
2018,2,10,2.23,62.75,0,4.34,98.58
2018,2,11,-1.48,59.12,0.02,4.01,99.24
2018,2,12,0.93,65.69,0,2.12,99.87
2018,2,13,5.82,84.56,0.08,1.77,99.82
2018,2,14,14.56,83.44,0.01,3.88,99.12
2018,2,15,19.09,80,0,4.79,98.49
2018,2,16,11.05,58.56,1.21,4.74,99.15
2018,2,17,10.79,70.38,4.49,2.31,98.99
2018,2,18,12.01,88.62,1.25,3.34,98.63
2018,2,19,19.26,87.06,2.52,5.12,97.97
2018,2,20,15,92.69,69.75,5.55,98.36
2018,2,21,0.2,86.81,52.36,4.37,99.47
2018,2,22,-0.77,96.88,10.79,2.09,99.45
2018,2,23,2.4,96.44,15.72,0.91,99.07
2018,2,24,10.18,91.56,11.36,2.7,98.25
2018,2,25,9.34,77.31,0.01,1.67,98.68
2018,2,26,10.5,86.44,0.16,1.69,99.15
2018,2,27,13.65,95.94,1.71,2.64,98.6
2018,2,28,18.41,93.19,19.74,2.62,97.9
2018,3,1,11.83,80.06,0.6,3.65,98.87
2018,3,2,10.85,75.75,0,2.02,99.41
2018,3,3,14.31,80.94,0.01,3.25,99.07
2018,3,4,18.18,88.38,0.3,4.58,98.43
2018,3,5,14.65,68.94,0.01,4.25,98.42
2018,3,6,9.73,46.12,0,3.18,99.02
2018,3,7,6.23,61.81,0,2.35,99.52
2018,3,8,9.87,63.44,0,2.43,99.06
2018,3,9,14.7,78,0,4.77,98.09
2018,3,10,18.56,76,0.02,2.18,97.71
2018,3,11,12.83,63,0.05,5.7,98.77
2018,3,12,8,67.12,0,2.47,99.61
2018,3,13,8.45,66.75,0,2.3,99.55
2018,3,14,10.28,57.25,0,1.63,99.33
2018,3,15,14.86,70.88,0,5.02,98.24
2018,3,16,18.1,62.75,0,3.98,97.95
2018,3,17,15.01,69.81,4.42,2.09,98.26
2018,3,18,17.62,85.06,1.85,1.66,97.82
2018,3,19,13.51,56.12,0,4.95,97.8
2018,3,20,10.26,58.94,0,3.5,98.71
2018,3,21,13.58,54.69,0,1.84,99.1
2018,3,22,16.38,69.06,0,4.34,99.09
2018,3,23,19.09,77.12,0,5.59,98.43
2018,3,24,20.55,69.69,0,3.34,98.09
2018,3,25,20.15,85.88,0.88,2.99,98.05
2018,3,26,21.28,80.12,7.33,3.98,98.03
2018,3,27,17.48,89.38,28.66,3.13,98.47
2018,3,28,14.3,89.88,5.08,2.07,98.19
2018,3,29,14.31,80.62,0.02,1.95,98.39
2018,3,30,13.25,73.81,0,2.09,99.38
2018,3,31,17.58,76.94,0,4.09,98.62
2018,4,1,15.26,82.06,0,2.8,98.52
2018,4,2,9.92,78.19,0.01,2.55,98.1
2018,4,3,17.65,66.69,0.34,5.34,98.05
2018,4,4,9.64,53.19,0,2.68,99.44
2018,4,5,15.15,74.38,0,3.8,98.54
2018,4,6,19.81,78.5,0.82,4.55,97.86
2018,4,7,4.62,66,0.11,4.41,98.86
2018,4,8,7.59,77.31,0,1.82,98.29
2018,4,9,12.9,75.38,0,2.13,98.79
2018,4,10,13.54,65.25,0,1.9,99.52
2018,4,11,17.55,60.44,0,4.64,98.74
2018,4,12,21.39,70.06,0,6.12,97.75
2018,4,13,22.9,62.25,1.27,5.16,97.27
2018,4,14,10.69,36.88,0,6.14,98.58
2018,4,15,9.67,42.94,0,3.62,99.14
2018,4,16,16.69,50.69,0,3.37,98.87
2018,4,17,21.55,61.06,0,5.72,97.96
2018,4,18,18.5,46.81,0,4.48,98.66
2018,4,19,14.09,49.88,0,3.12,99.58
2018,4,20,14.62,59.88,0,3.87,99.15
2018,4,21,15.23,84,15.53,3.52,98.49
2018,4,22,13.45,68.44,0.12,3.97,98.8
2018,4,23,16.76,67.12,0,2.65,98.77
2018,4,24,21.04,58.5,0.63,1.23,98.76
2018,4,25,13.53,78,5.29,3.35,99.01
2018,4,26,14.96,63.44,0,1.69,98.61
2018,4,27,18.2,59.81,0.02,1.98,98.78
2018,4,28,20.75,45.81,0,1.05,98.67
2018,4,29,21.19,55,0,3.23,98.77
2018,4,30,21.21,67.12,0,4.47,98.58
2018,5,1,23.81,73.19,0.01,5.2,98.25
2018,5,2,25.41,72.25,5.83,5.17,98.31
2018,5,3,23.73,84.88,16.69,3.6,98.4
2018,5,4,19.87,83.06,15.58,2.26,98.92
2018,5,5,20.08,63.94,0.04,2.38,99
2018,5,6,22.35,54.69,0,1.09,98.97
2018,5,7,24.58,54.81,0,1.93,98.84
2018,5,8,24.98,52.5,0,4.15,98.46
2018,5,9,24.41,54.75,0,3.86,98.41
2018,5,10,24.02,57.88,0,4.58,98.39
2018,5,11,25.02,60.56,0,5.4,98.17
2018,5,12,26.18,61.69,0,4.45,98.31
2018,5,13,26.46,65.81,0,3.58,98.38
2018,5,14,24.86,72.44,0.73,3.27,98.32
2018,5,15,25.74,74.75,3.86,1.83,98.33
2018,5,16,25.2,73.94,0.51,1.8,98.3
2018,5,17,27.01,62.94,0.9,1.89,98.15
2018,5,18,28.36,54.19,1.75,2.94,97.8
2018,5,19,26.87,60.38,4.48,4.15,98.04
2018,5,20,23.32,80.25,13.44,1.67,98.59
2018,5,21,25.22,71.06,0.22,0.96,98.56
2018,5,22,25.83,70.88,0.09,1.81,98.49
2018,5,23,26.61,65.19,0.01,1.98,98.61
2018,5,24,26.75,68.56,0,1.88,98.67
2018,5,25,27.58,66.94,0.45,2.45,98.32
2018,5,26,29.53,60.75,0.01,1.61,97.91
2018,5,27,29.98,59.06,0,2.41,97.94
2018,5,28,29.03,59.69,0,2.23,98.01
2018,5,29,29.76,54.44,0,2.45,97.76
2018,5,30,30.8,56.56,0,3.95,97.67
2018,5,31,30.83,54.25,0,4.29,97.81
2018,6,1,31.61,51.31,0,3.7,98.02
2018,6,2,33.04,50.56,0,3.05,98.07
2018,6,3,29.87,39.19,0.17,3.88,98.75
2018,6,4,24.92,69.12,6.32,1.87,98.56
2018,6,5,29.87,64.88,1.43,2.09,98.06
2018,6,6,30.38,60.81,0.37,3.15,98
2018,6,7,28.62,66.12,2.85,3.27,98.35
2018,6,8,26.68,71.56,7.42,2.06,98.61
2018,6,9,29.3,53.19,0.01,3.28,98.52
2018,6,10,29.81,56.62,0,3.43,98.09
2018,6,11,29.78,58,0,3.92,97.89
2018,6,12,30.18,56.44,0.01,3.14,98.2
2018,6,13,31.45,44.06,0,3.31,98.46
2018,6,14,32.08,41.06,0.03,3.56,98.38
2018,6,15,31.8,44.75,0.01,4.11,98.19
2018,6,16,31.44,49.44,0,4.54,98.18
2018,6,17,31.16,53.12,0,3.85,98.32
2018,6,18,29.88,58.56,0.08,3.95,98.42
2018,6,19,28.4,61.25,0.6,3.68,98.32
2018,6,20,28.98,62.62,3.93,1.91,98.13
2018,6,21,31.83,54.75,0.11,1.41,98.15
2018,6,22,33.7,47.62,0.01,3.12,97.9
2018,6,23,32.47,52.44,0.23,4.23,97.76
2018,6,24,31.19,57.06,0.86,5.51,97.97
2018,6,25,31.06,57.56,0.17,4.29,98.33
2018,6,26,32.37,50.19,0.01,4.35,98.42
2018,6,27,33.58,45.12,0,3.8,98.28
2018,6,28,33.38,43.75,0,3.97,98.29
2018,6,29,32.79,48.19,0,5,98.26
2018,6,30,32.26,49.06,0.01,4.6,98.17
2018,7,1,32.05,51.62,3.59,3.09,98.23
2018,7,2,33.47,43.06,0.07,2.59,98.36
2018,7,3,34.05,36.94,0,2.8,98.32
2018,7,4,30.9,54.19,0.01,3.95,98.63
2018,7,5,31.02,50.94,0.06,2.63,99.16
2018,7,6,31.13,53.94,3.29,2.45,99.12
2018,7,7,29.8,60.06,0.73,1.91,98.88
2018,7,8,30.2,54.25,0.16,2.41,98.79
2018,7,9,28.87,63.25,0.32,1.56,98.98
2018,7,10,27.33,75.31,3.74,0.77,98.9
2018,7,11,29.48,59.81,0.15,1.63,98.64
2018,7,12,29.27,67.56,6.14,1.8,98.69
2018,7,13,28.46,67.31,1.39,2.41,98.72
2018,7,14,31.32,53,0.22,2.64,98.57
2018,7,15,31.83,51.25,0.38,2.64,98.47
2018,7,16,33.08,45.5,0.05,2.12,98.49
2018,7,17,34.33,35.44,0,2.7,98.46
2018,7,18,34.82,32.5,0,3.1,98.25
2018,7,19,36.4,32.19,0,3.16,98.04
2018,7,20,35.62,29.06,0,3.11,98.17
2018,7,21,36.44,27.56,0,2.72,98.24
2018,7,22,36.88,26.06,0,2.15,98.12
2018,7,23,35.01,30.81,0,3.14,98.19
2018,7,24,32.81,36.62,0,2.55,98.61
2018,7,25,32.98,33.88,0,1.48,98.58
2018,7,26,33.98,32.94,0.68,1.2,98.44
2018,7,27,32.91,40.19,0.39,2.23,98.52
2018,7,28,32.84,37.5,0.07,2.66,98.58
2018,7,29,34.16,38.31,0.84,2.51,98.35
2018,7,30,31.18,50.5,4.96,2.27,98.42
2018,7,31,28.32,53.31,0.78,3.15,98.65
2018,8,1,28.69,41.38,0,1.6,98.63
2018,8,2,29.66,38.81,0.16,2.03,98.59
2018,8,3,30.91,30.69,0,3,98.58
2018,8,4,31.33,39,0,3.38,98.49
2018,8,5,32.15,44.5,0,3.59,98.71
2018,8,6,32.59,40.81,0,2.8,98.72
2018,8,7,33.08,45,0.05,2.69,98.51
2018,8,8,31.62,51.5,1.34,2.7,98.43
2018,8,9,28.84,66.94,3.11,1.92,98.49
2018,8,10,26.55,83.44,20.55,1.2,98.5
2018,8,11,25.36,82.19,8.79,1.17,98.53
2018,8,12,24.88,84.56,6.82,2,98.62
2018,8,13,24.93,89.62,23.11,2.52,98.53
2018,8,14,26.3,80.12,8.54,3.32,98.36
2018,8,15,28.62,70.56,0.32,3.02,98.33
2018,8,16,28.83,71.06,0.25,2.32,98.53
2018,8,17,30.01,65.12,0.29,2.73,98.59
2018,8,18,29.3,67.5,5.16,1.82,98.41
2018,8,19,28.62,73.38,2.78,2.16,98.11
2018,8,20,27.98,64.25,0.1,2.45,98.48
2018,8,21,27.32,63.75,0,1.2,98.88
2018,8,22,27.51,62.12,0,2.04,99
2018,8,23,29.45,61.5,0,2.83,98.58
2018,8,24,30.49,54.25,0,3.8,98.28
2018,8,25,30.41,57.12,0,3.34,98.52
2018,8,26,30.13,57.19,0,3.29,98.56
2018,8,27,30.57,55.5,0,3.95,98.3
2018,8,28,30.64,56.88,0,4.01,98.3
2018,8,29,29.83,59.19,0,2.48,98.55
2018,8,30,29.24,62.69,0,2.12,98.58
2018,8,31,30,55.31,0,2.3,98.34
2018,9,1,29.99,54.44,0.01,2.4,98.27
2018,9,2,29.34,63.12,2.31,2.62,98.28
2018,9,3,26.37,77.75,7.25,2.59,98.38
2018,9,4,26.01,82.75,7.82,2.39,98.53
2018,9,5,26.87,79.44,10.86,0.98,98.68
2018,9,6,26.66,80.12,9.6,1.01,98.7
2018,9,7,25.89,83.94,14.71,0.95,98.52
2018,9,8,23.27,92.81,22.53,2.02,98.29
2018,9,9,22.62,80.25,0.15,2.12,98.35
2018,9,10,22.62,78.75,0.32,1.59,98.49
2018,9,11,23.4,84.19,2.42,2.16,98.56
2018,9,12,25.1,81.94,2.51,2.29,98.58
2018,9,13,25.93,78.69,0.09,2.03,98.66
2018,9,14,25.76,81.62,3.01,2.05,98.65
2018,9,15,25.9,83.19,3.1,1.57,98.63
2018,9,16,26.88,77.81,0.65,1.52,98.46
2018,9,17,27.92,71.56,0.05,1.35,98.44
2018,9,18,28.08,68,0,1.62,98.42
2018,9,19,27.85,69.56,0,2.36,98.35
2018,9,20,26.17,78.94,2.3,2.95,98.36
2018,9,21,24.62,90.88,52.21,2.91,98.38
2018,9,22,21.76,90.88,24.79,3.8,98.28
2018,9,23,20.73,88.94,1.53,2.29,98.32
2018,9,24,22.97,85,0.19,1.15,98.22
2018,9,25,24.92,78.75,0.47,2.3,98.33
2018,9,26,18.18,84.5,18.83,3.68,98.91
2018,9,27,18.02,75.94,0.02,1.31,98.77
2018,9,28,20.69,85.88,0.01,2.2,98.77
2018,9,29,22.51,88.62,1.1,2.41,98.91
2018,9,30,23.2,86.12,0.05,2.11,98.88
2018,10,1,23.98,84.5,0,2.2,98.89
2018,10,2,24.58,84.06,0.01,2.43,98.83
2018,10,3,25.87,79.5,0,3.66,98.45
2018,10,4,26.03,80.94,0,2.72,98.51
2018,10,5,25.8,78.62,0,3.38,98.36
2018,10,6,25.82,82,9.67,2.81,98.33
2018,10,7,24.53,86.75,6.54,3.43,98.26
2018,10,8,23.55,90.69,7.23,3.26,98.08
2018,10,9,21.9,92.81,31.77,3.34,97.72
2018,10,10,15.51,76.06,0,2.81,98.4
2018,10,11,15.13,75.38,0.01,2.15,98.88
2018,10,12,17.43,89.75,12.45,1.69,98.46
2018,10,13,17.35,94.38,37.99,2.98,97.97
2018,10,14,16.18,87.81,3.52,3.07,98.28
2018,10,15,5.28,86.31,29.53,5.14,99.45
2018,10,16,8.06,85.88,16.59,3.61,99.44
2018,10,17,9.58,88.56,16.41,2.62,99.75
2018,10,18,14.13,84.88,1.81,2.21,99.69
2018,10,19,14.65,93.62,24.59,1.06,99.18
2018,10,20,14.45,84.75,0.33,2.41,99.34
2018,10,21,13.07,72.19,0,1.57,99.5
2018,10,22,11.88,87.06,0.01,1.25,99.16
2018,10,23,14.76,76.44,0,1.52,99.18
2018,10,24,12.27,94.69,40.08,2.47,98.82
2018,10,25,13.23,86.88,0.3,1.78,98.31
2018,10,26,14.42,82.38,0,2.01,98.47
2018,10,27,18.4,75.5,0,1.77,98.56
2018,10,28,19.76,78.62,0,2.22,98.8
2018,10,29,19.75,84.88,0,3,98.61
2018,10,30,20.94,88.12,0.03,3.68,98.16
2018,10,31,13.86,91.81,26.04,2.8,98.15
2018,11,1,10.94,75.81,0,2.95,98.4
2018,11,2,12.66,74.38,0,2.64,98.57
2018,11,3,14.15,83.56,3.6,3.79,98.12
2018,11,4,11.91,77.62,0,2.11,98.74
2018,11,5,15.33,81.81,0,3.16,97.89
2018,11,6,17.02,91,0.15,2.02,98.17
2018,11,7,15.44,91.12,0.32,3.21,98.56
2018,11,8,12.26,89.25,3.55,2.48,98.88
2018,11,9,7.37,76.81,0.06,3.91,99.7
2018,11,10,4.76,71.56,0,2.05,99.69
2018,11,11,7.87,81.44,0.81,2.4,98.95
2018,11,12,3.76,83.25,6.45,5.47,99.35
2018,11,13,-1.62,72.75,0,3.66,100.26
2018,11,14,0.49,69.56,0,1.55,100
2018,11,15,6.58,73.31,0,2.11,99.17
2018,11,16,10.33,77.19,0,2.48,98.86
2018,11,17,11.13,83.88,0,2.29,98.81
2018,11,18,3.77,78.12,0.02,3.67,99.43
2018,11,19,4.86,77.75,0,1.32,99.28
2018,11,20,5.97,77.56,0,1.8,99.67
2018,11,21,7.54,72,0,0.93,99.63
2018,11,22,9.5,80.75,0,2.2,99.23
2018,11,23,12.92,75.25,0,3.72,98.07
2018,11,24,11.6,74.88,0,2.88,97.7
2018,11,25,8.49,69.62,0,5.3,98.29
2018,11,26,2.89,70.19,0,2.77,99.51
2018,11,27,7.23,73.06,0,2.52,98.92
2018,11,28,10.97,81.25,0,3.98,98.06
2018,11,29,14.02,86.25,0,3.52,97.82
2018,11,30,16.44,89.31,3.09,3.82,97.48
2018,12,1,13.15,62.88,0,4.45,97.15
2018,12,2,8.26,71.44,0,2.19,98.15
2018,12,3,5.61,76.31,0,2.72,99.21
2018,12,4,1.69,79.44,0,1.64,99.77
2018,12,5,4.48,76.38,0,1.84,99.66
2018,12,6,8.94,88.75,0.8,2.38,99.26
2018,12,7,6.08,94.38,15.19,3.41,99.51
2018,12,8,1.91,92.06,10.39,4.04,99.37
2018,12,9,2.12,82,0.01,2.62,99.64
2018,12,10,4.16,70.75,0,1.51,99.73
2018,12,11,6.43,79.75,0,3.18,99.3
2018,12,12,10.25,94.31,0.25,3.32,98.28
2018,12,13,10.56,91.19,5.02,4.65,97.62
2018,12,14,4.76,85.06,6.13,5.98,98.62
2018,12,15,5.52,63.19,0,2.87,99.22
2018,12,16,8.01,78.5,0,1.69,99.32
2018,12,17,7.12,87.62,0,1.5,99.29
2018,12,18,8.14,91.38,0,1.61,98.75
2018,12,19,10.59,93.31,0.54,2.24,98.08
2018,12,20,8.31,68.25,0,5.61,98.5
2018,12,21,6.47,73.19,0.07,2.85,98.47
2018,12,22,8.34,81.38,0,3.27,98.16
2018,12,23,6.28,76.38,0,2.72,99.58
2018,12,24,7.53,85.19,0,2.82,99.09
2018,12,25,12.33,94,0.29,2.44,98.76
2018,12,26,15.52,94.12,25.7,5.85,98.02
2018,12,27,8.86,72.81,0.56,4.18,97.79
2018,12,28,1.8,76.06,0,3.01,99.06
2018,12,29,1.14,78.31,0,2.63,99.58
2018,12,30,2.62,81.38,3.92,0.73,98.74
2018,12,31,6.43,79.5,6.24,3.41,98.09
2019,1,1,0.69,78.69,0.15,4.01,99.47
2019,1,2,0.14,87.81,7.76,2.77,99.26
2019,1,3,0.79,92.62,8.47,2.34,98.63
2019,1,4,3.91,80.12,0.02,2.62,98.56
2019,1,5,7.67,79.12,0,1.69,98.81
2019,1,6,10.3,91.62,0.01,3.58,98.54
2019,1,7,13.23,83.88,0.01,3.36,98.56
2019,1,8,9.47,74.88,0,3.66,99.36
2019,1,9,7.33,65.19,0,2.28,100.13
2019,1,10,6.87,75.56,0.03,2.45,99.44
2019,1,11,8.77,93.25,9.88,3.95,98.57
2019,1,12,5.67,82.88,0.07,4.58,98.83
2019,1,13,1.35,87.5,0,2.34,99.87
2019,1,14,2.28,82.31,0,0.92,99.94
2019,1,15,3.98,89.62,0,2.07,99.45
2019,1,16,9.33,91.94,0.02,3.66,98.96
2019,1,17,9.33,84.44,0,3.01,98.9
2019,1,18,11.3,84.5,0.05,4.41,97.99
2019,1,19,1.05,68.5,0.99,7.24,99.04
2019,1,20,0.44,74.81,0,2.01,99.58
2019,1,21,6.47,81.75,0,5.79,98.65
2019,1,22,10.47,83.5,0.03,6.07,98.14
2019,1,23,1.03,61.69,0,4.39,99.03
2019,1,24,4.24,70.31,0,2.39,99.01
2019,1,25,2.37,78.06,0.01,1.66,99.59
2019,1,26,5.73,65.81,0.01,1.22,99.27
2019,1,27,7.08,65.38,0,2.29,98.91
2019,1,28,6.19,69.56,0.02,4.73,98.47
2019,1,29,2.09,64.56,0,1.3,99.5
2019,1,30,3.75,72.06,0,2.11,99.23
2019,1,31,7.04,91.88,0.08,3.71,98.85
2019,2,1,12.21,93,0.1,2.13,98.92
2019,2,2,13.83,92.81,0.02,2.55,98.73
2019,2,3,16.62,87,0,4.52,98.03
2019,2,4,17.95,76.12,0,2.51,97.99
2019,2,5,17.57,90.56,1.08,3.15,98.04
2019,2,6,19.65,93.19,5.51,3.73,97.86
2019,2,7,5.68,72,0.73,5.44,99.11
2019,2,8,-1.48,68.19,0.06,2.59,100.59
2019,2,9,1.69,75.81,0.6,2.29,100.19
2019,2,10,4.82,91.25,2.62,2.38,99.13
2019,2,11,10.73,92.94,3.83,3.76,97.99
2019,2,12,7.57,59.81,0,3.97,99.18
2019,2,13,8.48,62.25,0,4.26,98.94
2019,2,14,14.77,68.31,0,4.12,97.75
2019,2,15,10.39,72.25,0,3.72,97.86
2019,2,16,3.15,79.44,0,2.74,97.98
2019,2,17,4.75,77.5,0.01,3.41,98.37
2019,2,18,1.18,72.69,0,3.56,99.48
2019,2,19,1.29,90.94,7.01,2.87,98.79
2019,2,20,5.12,71.75,0,1.95,98.38
2019,2,21,6.18,86.5,0.32,2.55,98.5
2019,2,22,8.55,92.44,1.88,1.96,98.41
2019,2,23,11.28,64.69,0.14,5.84,98.14
2019,2,24,6.24,61.81,0.01,2.3,99.61
2019,2,25,8.38,67.38,0,3.34,99.34
2019,2,26,12.67,89.44,0.01,2.42,98.99
2019,2,27,9.86,86.88,0.04,3.21,98.92
2019,2,28,0.79,73.31,0,3.3,99.02
2019,3,1,2.72,82.44,0.03,1.6,98.82
2019,3,2,4.09,85.88,0.52,2.55,99
2019,3,3,1.76,70.31,0.47,5.39,99.26
2019,3,4,-3.88,63.62,0,3.98,99.94
2019,3,5,0.11,57.94,0,2.34,100.16
2019,3,6,4.58,56.44,0.08,2.64,99.7
2019,3,7,11.99,78.69,0.13,4.5,98.52
2019,3,8,17,81.88,0.26,2.95,97.97
2019,3,9,18.87,58.44,6.42,3.84,97.82
2019,3,10,9.61,76,2.4,3.22,98.89
2019,3,11,11.69,88.81,2.63,2.9,99.3
2019,3,12,15.53,93.88,2.61,4.34,98.55
2019,3,13,17.37,67.31,25.16,6.26,97.2
2019,3,14,11.58,56.81,0,4.7,98.52
2019,3,15,7.62,62.31,0,3.49,99.82
2019,3,16,8.3,58.31,0,1.73,99.87
2019,3,17,11.98,47.62,0,1,99.61
2019,3,18,13.42,51.94,0,1.38,99.47
2019,3,19,13.09,65.69,0,2.48,99.29
2019,3,20,11.84,73.5,0,2.38,99.29
2019,3,21,14.24,59.56,0,2.38,99.14
2019,3,22,15.27,69.44,0,2.29,98.9
2019,3,23,18.11,81.44,0.3,3.98,98.55
2019,3,24,19.87,80.12,1.66,3.31,98.55
2019,3,25,15.36,73.69,0.05,3.21,99.15
2019,3,26,14.42,74.31,0,2.03,99.57
2019,3,27,16.21,71.88,0,3.8,99.23
2019,3,28,17.59,75.12,0,5.03,98.75
2019,3,29,19.12,79.5,0,4.61,98.21
2019,3,30,11.51,67.88,0.02,5.71,98.83
2019,3,31,6.83,57.06,0,3.08,99.72
2019,4,1,9.33,59.69,0,1.25,99.32
2019,4,2,12.62,63.12,0,3.35,98.98
2019,4,3,15.15,76.38,0.3,4.71,98.71
2019,4,4,20.49,75.94,0.49,3.27,98.43
2019,4,5,19.1,75.06,0.02,2.2,98.52
2019,4,6,18.14,92.25,12.69,2.23,98.19
2019,4,7,17.6,91.56,1.86,1.47,98.26
2019,4,8,20.23,72.62,0.04,2.46,98.41
2019,4,9,22.8,50.69,0,2.7,98.16
2019,4,10,23.48,63.19,0,6.23,97.1
2019,4,11,15.19,47.88,0,3.88,97.56
2019,4,12,14.16,54.81,0,2.98,98.18
2019,4,13,10.8,89.75,38.79,6.14,97.44
2019,4,14,11.98,64.38,0,3.59,98.42
2019,4,15,17.1,66.44,0,4.75,98.36
2019,4,16,19.13,80.44,0,4.96,98.29
2019,4,17,22.58,83.25,5.56,4.24,97.69
2019,4,18,16.82,66.12,9.35,4.4,98.03
2019,4,19,13.73,61.44,0,4.02,98.79
2019,4,20,17.55,58.81,0,2.55,98.57
2019,4,21,20.17,71.31,0,5.22,98.26
2019,4,22,20.7,78.5,0.04,3.54,98.54
2019,4,23,21.16,83.12,25.87,2.69,98.44
2019,4,24,17.23,92,22.04,1.95,98.11
2019,4,25,19.09,74.38,0.02,2.81,98.14
2019,4,26,18.23,64.31,0,2.52,98.93
2019,4,27,20.9,70.62,2.15,3.23,98.13
2019,4,28,22.08,80.25,1.98,4,98.11
2019,4,29,22.2,79.06,0.07,3.81,98.26
